Año,Trimestre,Provincia,Accesos por cada 100 hogares
2015,2,Misiones,27.34768244882168
2015,2,Neuquén,53.117336593231435
2015,2,Río Negro,45.97612013432327
2015,2,Salta,30.46112384270092
2015,2,San Juan,27.64305342045848
2015,2,San Luis,9.707971837203658
2015,2,Santa Cruz,27.072245027448233
2015,2,Santa Fe,51.17653890867876
2015,2,Santiago Del Estero,17.110566632982863
2015,2,Tierra Del Fuego,74.50787431664719
2015,2,Tucumán,35.68770560918727
2015,1,Buenos Aires,56.37048433026737
2015,1,Capital Federal,114.89699714890288
2015,1,Catamarca,25.10946633078758
2015,1,Chaco,26.649591220305552
2015,1,Chubut,37.612780685907914
2015,1,Córdoba,54.69734650188214
2015,1,Corrientes,28.95019128190928
2015,1,Entre Ríos,42.06519337351208
2015,1,Formosa,18.12270367397183
2015,1,Jujuy,19.68971363262363
2015,1,La Pampa,55.50803232733774
2015,1,La Rioja,16.703201787413843
2015,1,Mendoza,32.36588756051825
2015,1,Misiones,26.305604105190643
2015,1,Neuquén,51.95443673810251
2015,1,Río Negro,45.32694907202778
2015,1,Salta,30.00978823344275
2015,1,San Juan,27.553192759766446
2015,1,San Luis,9.716048963760594
2015,1,Santa Cruz,27.994863943494483
2015,1,Santa Fe,50.24449475931921
2015,1,Santiago Del Estero,17.0558169911586
2015,1,Tierra Del Fuego,74.23495170010268
2015,1,Tucumán,35.07860688538978
2014,4,Buenos Aires,56.09433653019754
2014,4,Capital Federal,114.89676550801623
2014,4,Catamarca,25.513779082747998
2014,4,Chaco,21.87078320023224
2014,4,Chubut,40.24927468450274
2014,4,Córdoba,54.69689679332299
2014,4,Corrientes,23.56243099277512
2014,4,Entre Ríos,36.0254708519679
2014,4,Formosa,17.956311361695214
2014,4,Jujuy,19.59941818052116
2014,4,La Pampa,51.273133452228585
2014,4,La Rioja,17.01075088723615
2014,4,Mendoza,32.63838187615034
2014,4,Misiones,24.162430605588312
2014,4,Neuquén,52.554989697249574
2014,4,Río Negro,45.47806275120403
2014,4,Salta,29.534861619577978
2014,4,San Juan,28.037145714560673
2014,4,San Luis,9.786393366351197
2014,4,Santa Cruz,27.802678969652344
2014,4,Santa Fe,49.999623023482705
2014,4,Santiago Del Estero,17.26920158364512
2014,4,Tierra Del Fuego,66.13781947338316
2014,4,Tucumán,35.32087516932818
2014,3,Buenos Aires,56.754739164071026
2014,3,Capital Federal,113.8005123324155
2014,3,Catamarca,24.706121305327624
2014,3,Chaco,21.112666705262427
2014,3,Chubut,40.59867094427454
2014,3,Córdoba,54.23361028299935
2014,3,Corrientes,22.78753503515243
2014,3,Entre Ríos,34.981647333712985
2014,3,Formosa,17.771314831468263
2014,3,Jujuy,18.368534215570367
2014,3,La Pampa,55.78120173850417
2014,3,La Rioja,16.50671327406722
2014,3,Mendoza,32.313179561655694
2014,3,Misiones,23.567356954345527
2014,3,Neuquén,56.39541102706976
2014,3,Río Negro,46.196187157830146
2014,3,Salta,29.2226843537979
2014,3,San Juan,27.854244478102746
2014,3,San Luis,9.711210759672754
2014,3,Santa Cruz,28.231942904274984
2014,3,Santa Fe,49.19588444557267
2014,3,Santiago Del Estero,16.49220390830193
2014,3,Tierra Del Fuego,65.68610204476191
2014,3,Tucumán,33.94375582221807
2014,2,Buenos Aires,55.06141695143392
2014,2,Capital Federal,113.1433524754098
2014,2,Catamarca,24.703118860058403
2014,2,Chaco,20.95799636749445
2014,2,Chubut,41.41020981991258
2014,2,Córdoba,53.448126115625996
2014,2,Corrientes,22.575613003243586
2014,2,Entre Ríos,34.687432371459764
2014,2,Formosa,17.54041175485166
2014,2,Jujuy,18.706060999413573
2014,2,La Pampa,49.70759616034458
2014,2,La Rioja,16.502564816345664
2014,2,Mendoza,32.098238150241194
2014,2,Misiones,23.367747601299843
2014,2,Neuquén,50.84274905844866
2014,2,Río Negro,45.33491032014632
2014,2,Salta,28.914594000862877
2014,2,San Juan,27.782697817958912
2014,2,San Luis,9.717910199871824
2014,2,Santa Cruz,29.377007153054272
2014,2,Santa Fe,48.39035138670138
2014,2,Santiago Del Estero,16.695567347354444
2014,2,Tierra Del Fuego,64.35604517159936
2014,2,Tucumán,33.94452688568229
2014,1,Buenos Aires,54.570072879439756
2014,1,Capital Federal,112.25412278926913
2014,1,Catamarca,24.251751254585553
2014,1,Chaco,20.71853886384081
2014,1,Chubut,41.23521807972435
2014,1,Córdoba,52.517847544006315
2014,1,Corrientes,22.316716713838876
2014,1,Entre Ríos,34.367121821250166
2014,1,Formosa,17.418451079368708
2014,1,Jujuy,18.41535244687765
2014,1,La Pampa,48.42532103828204
2014,1,La Rioja,16.294104815837528
2014,1,Mendoza,31.91312298660578
2014,1,Misiones,23.13653864847733
2014,1,Neuquén,49.79160519138556
2014,1,Río Negro,44.913957131788514
2014,1,Salta,28.699559509630678
2014,1,San Juan,27.59549302299609
2014,1,San Luis,9.347207842190002
2014,1,Santa Cruz,28.939093063577776
2014,1,Santa Fe,47.84766256547095
2014,1,Santiago Del Estero,16.309923503967603
2014,1,Tierra Del Fuego,63.965925574153744
2014,1,Tucumán,33.4209747934719
